product_id,product_name,main_category,rating_num,rating_count_num,review_length_chars,vader_negative_score,vader_neutral_score,vader_positive_score,vader_compound_score,vader_sentiment_label,baseline_sentiment_score,baseline_sentiment_label,dominant_topic,label_agreement
B07PLHTTB4,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),Computers&Accessories,3.5,9638.0,298,0.023,0.781,0.196,0.8005,positive,0.914991421995628,positive,General Experience,True
B077T3BG5L,Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,Computers&Accessories,3.6,33735.0,855,0.023,0.809,0.168,0.9661,positive,0.4454354031873739,positive,Price & Value,True
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,4.3,30411.0,758,0.051,0.801,0.148,0.9334,positive,0.4,positive,Charging & Power,True
B079Y6JZC8,"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",Computers&Accessories,3.8,3044.0,610,0.053,0.7,0.247,0.9734,positive,1.1595018087284057,positive,Price & Value,True
B0856HNMR7,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",Electronics,4.0,33584.0,555,0.111,0.672,0.217,0.9204,positive,0.7462025072446364,positive,Product Quality & Durability,True
B0B12K5BPM,"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",Electronics,3.9,1779.0,996,0.08,0.726,0.194,0.9686,positive,0.5793241220216575,positive,Charging & Power,True
B08MTCKDYN,"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",Electronics,4.1,5999.0,548,0.0,0.831,0.169,0.8625,positive,0.8249579113843055,positive,Charging & Power,True
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories,4.3,13391.0,876,0.064,0.797,0.139,0.9236,positive,1.0126320796881558,positive,Charging & Power,True
B00LVMTA2A,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics,4.4,26556.0,261,0.0,0.741,0.259,0.8591,positive,0.8219949365267865,positive,Charging & Power,True
B07TR5HSR9,MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers&Accessories,4.3,25903.0,1405,0.037,0.774,0.189,0.9926,positive,0.9730672655996822,positive,Compatibility & Usability,True
B0819ZZK5K,"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)",Computers&Accessories,4.3,53464.0,3275,0.024,0.85,0.125,0.9959,positive,0.7509172071422914,positive,Charging & Power,True
B096VF5YYF,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics,4.1,48448.0,11925,0.05,0.799,0.152,0.9997,positive,1.0361687941320417,positive,Product Quality & Durability,True
B08QJJCY2Q,"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",Computers&Accessories,4.4,5176.0,739,0.012,0.84,0.148,0.9446,positive,0.6704783996548059,positive,Price & Value,True
B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&Accessories,4.4,8614.0,990,0.031,0.783,0.186,0.984,positive,0.2544566789039913,positive,Price & Value,True
B07L8KNP5F,"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",Electronics,3.8,60026.0,3866,0.068,0.763,0.169,0.998,positive,0.5130829497708154,positive,Product Quality & Durability,True
B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",Computers&Accessories,3.8,3066.0,314,0.079,0.793,0.128,0.4588,positive,0.5601120336112039,positive,Product Quality & Durability,True
B09XX51X2G,"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers&Accessories,4.0,2102.0,704,0.045,0.859,0.096,0.6576,positive,0.2927700218845599,positive,Compatibility & Usability,True
B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",Computers&Accessories,4.4,34852.0,1111,0.047,0.866,0.087,0.8062,positive,0.5551361100027009,positive,Charging & Power,True
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,4.4,426972.0,901,0.044,0.704,0.253,0.9921,positive,1.0606601717798212,positive,Charging & Power,True
B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,4.5,8618.0,2112,0.049,0.826,0.125,0.9748,positive,1.2659577428265592,positive,Product Quality & Durability,True
B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics,4.0,32625.0,281,0.12,0.68,0.2,0.7184,positive,1.7179113807746669,positive,Product Quality & Durability,True
B09GB5B4BK,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",Computers&Accessories,4.0,4018.0,830,0.083,0.787,0.13,0.7249,positive,0.7242859683401482,positive,Charging & Power,True
B015ZXUDD0,"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics,4.3,11687.0,1420,0.061,0.836,0.103,0.8656,positive,0.8360796171499412,positive,Charging & Power,True
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,4.2,2262.0,766,0.04,0.691,0.269,0.9877,positive,1.2567574357593625,positive,Charging & Power,True
B09PL79D2X,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Electronics,3.8,11015.0,3623,0.087,0.73,0.183,0.9973,positive,1.0669301387385288,positive,Product Quality & Durability,True
B098K3H92Z,"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",Computers&Accessories,4.3,95116.0,11090,0.035,0.884,0.081,0.9983,positive,0.284588526092322,positive,Compatibility & Usability,True
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,4.1,4768.0,694,0.025,0.768,0.207,0.9719,positive,1.3,positive,Charging & Power,True
B084PJSSQ1,"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&Accessories,4.3,23022.0,1572,0.028,0.852,0.121,0.9778,positive,0.2734343708098653,positive,Charging & Power,True
B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics,4.0,67951.0,675,0.055,0.788,0.157,0.8957,positive,0.8,positive,Compatibility & Usability,True
B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories,4.3,4426.0,430,0.028,0.92,0.052,0.1416,positive,0.625,positive,Price & Value,True
B08CYNJ5KY,HP 682 Black Original Ink Cartridge,Computers&Accessories,4.2,4567.0,404,0.022,0.803,0.175,0.8244,positive,0.9113223768657672,positive,Compatibility & Usability,True
B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,4.0,13797.0,3154,0.042,0.802,0.156,0.997,positive,0.9834151021607788,positive,Product Quality & Durability,True
B074CWD7MS,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics,4.4,15137.0,1831,0.016,0.793,0.191,0.9962,positive,0.8221921916437787,positive,Product Quality & Durability,True
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,4.4,18757.0,415,0.038,0.658,0.304,0.9698,positive,1.348399724926484,positive,Charging & Power,True
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,4.5,815.0,600,0.0,0.631,0.369,0.9918,positive,2.060839349277234,positive,Product Quality & Durability,True
B00A0VCJPI,"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories,4.2,156638.0,1197,0.041,0.73,0.228,0.9919,positive,0.71827819602086,positive,Compatibility & Usability,True
B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,OfficeProducts,4.1,9344.0,740,0.024,0.806,0.171,0.9721,positive,0.6864064729836442,positive,Delivery & Packaging,True
B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,4.5,4875.0,400,0.126,0.655,0.219,0.2687,positive,0.5393598899705937,positive,Price & Value,True
B0B3MWYCHQ,"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics,4.2,20881.0,1847,0.019,0.823,0.158,0.9921,positive,1.3218518898774412,positive,Compatibility & Usability,True
B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,4.3,4744.0,2333,0.029,0.846,0.125,0.9918,positive,0.1661546326865134,positive,Charging & Power,True
B09Y5MP7C4,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",Electronics,3.9,12452.0,1778,0.064,0.724,0.212,0.9951,positive,0.3131121455425747,positive,Product Quality & Durability,True
B01DJJVFPC,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics,4.5,17810.0,549,0.063,0.794,0.143,0.8117,positive,0.6882472016116852,positive,Charging & Power,True
B07DFYJRQV,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,4.1,53648.0,655,0.04,0.82,0.14,0.8767,positive,0.7035264706814485,positive,Product Quality & Durability,True
B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers&Accessories,4.2,2014.0,987,0.01,0.828,0.162,0.9748,positive,1.241408832903552,positive,Price & Value,True
B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,3.8,5958.0,367,0.105,0.772,0.123,0.3125,positive,1.0886621079036347,positive,Price & Value,True
B06XSK3XL6,boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics,4.3,38221.0,566,0.032,0.878,0.09,0.6996,positive,0.8677218312746247,positive,Charging & Power,True
B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,3.9,64705.0,4075,0.051,0.864,0.085,0.9837,positive,0.8834766400145097,positive,Charging & Power,True
B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,4.3,17129.0,1804,0.029,0.768,0.203,0.9963,positive,1.3308209261014037,positive,Price & Value,True
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,4.3,11976.0,434,0.108,0.678,0.214,0.875,positive,1.221694443563052,positive,Product Quality & Durability,True
B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers&Accessories,3.9,17348.0,603,0.052,0.905,0.043,-0.2263,negative,0.6396021490668313,positive,Price & Value,False
B08FB2LNSZ,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,3.7,87798.0,2059,0.161,0.695,0.144,-0.1973,negative,1.1908007519598598,positive,Charging & Power,False
B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,4.2,24432.0,637,0.022,0.804,0.175,0.9441,positive,0.8251369970070347,positive,Compatibility & Usability,True
B01N6LU1VF,SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers&Accessories,4.3,189104.0,13239,0.027,0.849,0.124,0.9998,positive,0.7100716024967263,positive,Compatibility & Usability,True
B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,4.2,93112.0,1913,0.034,0.776,0.19,0.9959,positive,0.5407575913134987,positive,Compatibility & Usability,True
B086WMSCN3,"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Electronics,3.9,47521.0,1096,0.093,0.799,0.107,0.7348,positive,0.3113995776646092,positive,Product Quality & Durability,True
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,4.3,27201.0,1060,0.016,0.782,0.202,0.9879,positive,0.659828879073858,positive,Charging & Power,True
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,3.7,10962.0,839,0.066,0.843,0.09,0.1729,positive,0.4622501635210242,positive,Product Quality & Durability,True
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Electronics,4.3,16299.0,549,0.17,0.745,0.085,-0.8476,negative,-0.2264554068289191,negative,Product Quality & Durability,True
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers&Accessories,4.3,31534.0,635,0.0,0.794,0.206,0.9614,positive,1.1468292773139113,positive,Product Quality & Durability,True
B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,3.9,7571.0,823,0.05,0.731,0.22,0.9815,positive,0.795495128834866,positive,Compatibility & Usability,True
B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,4.4,6537.0,694,0.0,0.811,0.189,0.9666,positive,1.2443420336765103,positive,Price & Value,True
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,4.0,9377.0,505,0.0,0.713,0.287,0.9817,positive,0.9428090415820636,positive,Charging & Power,True
B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories,4.5,21010.0,722,0.01,0.786,0.204,0.9781,positive,1.2567574357593625,positive,Product Quality & Durability,True
B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,3.9,3517.0,734,0.018,0.756,0.226,0.9817,positive,1.3348476249438292,positive,Product Quality & Durability,True
B07B88KQZ8,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,4.3,63899.0,1501,0.048,0.75,0.201,0.9945,positive,0.7366144832006676,positive,Price & Value,True
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,4.2,12153.0,1181,0.054,0.782,0.164,0.9816,positive,0.9607689228305228,positive,Product Quality & Durability,True
B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers&Accessories,4.1,5730.0,667,0.028,0.672,0.3,0.99,positive,0.8340576562282991,positive,Compatibility & Usability,True
B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&Accessories,4.2,25488.0,1601,0.044,0.685,0.272,0.9978,positive,1.3612278194595453,positive,Product Quality & Durability,True
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",Computers&Accessories,4.5,54405.0,1730,0.05,0.771,0.179,0.9944,positive,1.1499778169998918,positive,Charging & Power,True
B09Z6WH2N1,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,4.2,1949.0,908,0.01,0.833,0.157,0.9574,positive,0.7863336509949341,positive,Charging & Power,True
B01HGCLUH6,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers&Accessories,4.2,122478.0,555,0.0,0.793,0.207,0.9648,positive,1.3587324409735149,positive,Compatibility & Usability,True
B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&Accessories,4.3,7241.0,991,0.077,0.783,0.141,0.8963,positive,0.4029114820126901,positive,Delivery & Packaging,True
B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories,4.0,20457.0,455,0.049,0.721,0.23,0.9001,positive,0.762000762001143,positive,Price & Value,True
B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts,4.5,8610.0,342,0.051,0.768,0.181,0.7958,positive,1.1547005383792517,positive,Price & Value,True
B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Electronics,3.8,16557.0,1015,0.057,0.728,0.215,0.9882,positive,0.8111071056538127,positive,Price & Value,True
B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories,3.9,1087.0,1032,0.063,0.802,0.135,0.9466,positive,0.9830783046228486,positive,Product Quality & Durability,True
B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers&Accessories,4.0,1540.0,875,0.019,0.855,0.125,0.9535,positive,0.7272727272727273,positive,Charging & Power,True
B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&Accessories,4.1,401.0,900,0.059,0.77,0.171,0.9482,positive,0.4545454545454545,positive,Product Quality & Durability,True
B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories,3.4,9385.0,1009,0.145,0.746,0.109,-0.8677,negative,0.0,neutral,Product Quality & Durability,False
B07YY1BY5B,"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics,4.0,92588.0,190,0.0,0.676,0.324,0.8995,positive,0.9622504486493764,positive,Price & Value,True
B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,3.4,3454.0,2196,0.045,0.844,0.111,0.9809,positive,0.7395441611851465,positive,Product Quality & Durability,True
B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&Accessories,4.3,15790.0,2341,0.04,0.716,0.245,0.9989,positive,0.951329560647042,positive,Price & Value,True
B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories,3.9,14969.0,610,0.03,0.84,0.129,0.8619,positive,0.4170288281141495,positive,Compatibility & Usability,True
B0972BQ2RS,"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics,4.1,42139.0,1385,0.017,0.788,0.195,0.9851,positive,1.2792042981336629,positive,Charging & Power,True
B00ZRBWPA0,Eveready Red 1012 AAA Batteries - Pack of 10,Electronics,4.3,989.0,167,0.0,0.648,0.352,0.8271,positive,1.4288690166235207,positive,Product Quality & Durability,True
B0B2DD66GS,"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics,4.5,19624.0,1749,0.084,0.814,0.103,0.2389,positive,0.8571946154145231,positive,Compatibility & Usability,True
B09M869Z5V,Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers&Accessories,4.2,3201.0,1636,0.043,0.879,0.079,0.9189,positive,0.4635863249727653,positive,Charging & Power,True
B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,4.1,30469.0,636,0.03,0.716,0.254,0.9868,positive,0.9,positive,Price & Value,True
B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,4.4,9940.0,635,0.0,0.798,0.202,0.9721,positive,1.231174022502185,positive,Product Quality & Durability,True
B07YL54NVJ,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories,4.3,7758.0,697,0.0,0.829,0.171,0.9708,positive,0.9,positive,Compatibility & Usability,True
B0759QMF85,"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",Computers&Accessories,4.3,68409.0,4404,0.038,0.812,0.15,0.9981,positive,0.4509560339299333,positive,Compatibility & Usability,True
B00LM4X0KU,"Parker Quink Ink Bottle, Blue",OfficeProducts,4.3,3095.0,451,0.018,0.79,0.192,0.9468,positive,0.5933908290969266,positive,Price & Value,True
B08PFSZ7FH,STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),Computers&Accessories,4.2,903.0,667,0.105,0.707,0.188,0.9093,positive,1.0259783520851542,positive,Compatibility & Usability,True
B012MQS060,"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",Computers&Accessories,4.1,25771.0,2625,0.038,0.863,0.099,0.9744,positive,0.3098386676965933,positive,Charging & Power,True
B01MF8MB65,boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),Electronics,4.1,273189.0,8871,0.033,0.763,0.204,0.9998,positive,1.6106953848079124,positive,Product Quality & Durability,True
B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",OfficeProducts,4.5,3785.0,1375,0.081,0.786,0.132,0.9046,positive,1.211199849794464,positive,Product Quality & Durability,True
B08QDPB1SL,Duracell Chhota Power AA Battery Set of 10 Pcs,Electronics,4.4,2866.0,399,0.033,0.844,0.122,0.7269,positive,0.8962581595302719,positive,Charging & Power,True
B07BRKK9JQ,"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",Computers&Accessories,4.3,27223.0,1036,0.075,0.732,0.193,0.9834,positive,0.6488856845230502,positive,Delivery & Packaging,True
